Country Name,Country Code,Series Name,Series Code,2011 [YR2011]
Congo,COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.582
Congo Republic,COG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,41.9
Congo Republic,COG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.232
Congo Republic,COG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.597402888
Congo Republic,COG,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Congo Republic,COG,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Congo Republic,COG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.791
Costa Rica,CRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.9
Costa Rica,CRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.772
Costa Rica,CRI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.28565178
Costa Rica,CRI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Costa Rica,CRI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Costa Rica,CRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.902
Cote d'Ivoire,CIV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,73.1
Cote d'Ivoire,CIV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.435
Cote d'Ivoire,CIV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.655627687
Cote d'Ivoire,CIV,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Cote d'Ivoire,CIV,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.029
Croatia,HRV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.5
Croatia,HRV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6
Croatia,HRV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.8909318
Croatia,HRV,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Croatia,HRV,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Croatia,HRV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.41
Cuba,CUB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.9
Cuba,CUB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.76
Cuba,CUB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.69660434
Cuba,CUB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Cuba,CUB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Cuba,CUB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.756
Curacao,CUW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Curacao,CUW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.1
Curacao,CUW,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.026383
Curacao,CUW,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Curacao,CUW,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Curacao,CUW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.1
Cyprus,CYP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.8
Cyprus,CYP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.507
Cyprus,CYP,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.06399389
Cyprus,CYP,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Cyprus,CYP,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Cyprus,CYP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.36
Czechia,CZE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.6
Czechia,CZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.4
Czechia,CZE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.88037481
Czechia,CZE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Czechia,CZE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Czechia,CZE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.43
Denmark,DNK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5
Denmark,DNK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6
Denmark,DNK,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.25046664
Denmark,DNK,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Denmark,DNK,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Denmark,DNK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.75
Djibouti,DJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,60.8
Djibouti,DJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.521
Djibouti,DJI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.253075391
Djibouti,DJI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Djibouti,DJI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Djibouti,DJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.305
Dominica,DMA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.5
Dominica,DMA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.679
Dominica,DMA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.94390373
Dominica,DMA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Dominica,DMA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Dominica,DMA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.871
Dominican Republic,DOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,28.9
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.792
Dominican Republic,DOM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.773342723
Dominican Republic,DOM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Dominican Republic,DOM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.513
Ecuador,ECU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.6
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.702
Ecuador,ECU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.499691666
Ecuador,ECU,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Ecuador,ECU,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.596
Egypt,EGY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.1
Egypt,EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.379
Egypt,EGY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.662723879
Egypt,EGY,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Egypt,EGY,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Egypt,EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.247
El Salvador,SLV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.7
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.372
El Salvador,SLV,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.30505669
El Salvador,SLV,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
El Salvador,SLV,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
El Salvador,SLV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.224
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,76.7
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.06
Equatorial Guinea,GNQ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.815028413
Equatorial Guinea,GNQ,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Equatorial Guinea,GNQ,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Equatorial Guinea,GNQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.126
Eritrea,ERI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,38
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.114
Eritrea,ERI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.675492007
Eritrea,ERI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Eritrea,ERI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.486
Estonia,EST,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.3
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.1
Estonia,EST,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.23070271
Estonia,EST,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Estonia,EST,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.61
Eswatini,SWZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,54.7
Eswatini,SWZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.665
Eswatini,SWZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.937606011
Eswatini,SWZ,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Eswatini,SWZ,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Eswatini,SWZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.299
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,51.9
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.846
Ethiopia,ETH,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.347266511
Ethiopia,ETH,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Ethiopia,ETH,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.05
Faroe Islands,FRO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12
Faroe Islands,FRO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.78761177
Faroe Islands,FRO,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Faroe Islands,FRO,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Faroe Islands,FRO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.311
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.1
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.126
Fiji,FJI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.642550006
Fiji,FJI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Fiji,FJI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Fiji,FJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.685
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.4
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.1
Finland,FIN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,27.13036182
Finland,FIN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Finland,FIN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Finland,FIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.83
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.7
France,FRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.80466051
France,FRA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
France,FRA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.01
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.605
French Polynesia,PYF,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.584270068
French Polynesia,PYF,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
French Polynesia,PYF,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
French Polynesia,PYF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.066
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,40.1
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.223
Gabon,GAB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.95214556
Gabon,GAB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Gabon,GAB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Gabon,GAB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.151
"Gambia, The",GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.6
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.69
"Gambia, The",GMB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.502075989
"Gambia, The",GMB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
"Gambia, The",GMB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
"Gambia, The",GMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.64
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.6
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.937
Georgia,GEO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.60345333
Georgia,GEO,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Georgia,GEO,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Georgia,GEO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.918
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.4
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3
Germany,DEU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,30.86726855
Germany,DEU,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Germany,DEU,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.39
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.6
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.957
Ghana,GHA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.439551851
Ghana,GHA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Ghana,GHA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.193
Gibraltar,GIB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.096
Gibraltar,GIB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.41877187
Gibraltar,GIB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Gibraltar,GIB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Gibraltar,GIB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.872
Greece,GRC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6
Greece,GRC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,29.81660552
Greece,GRC,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Greece,GRC,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.4
Greenland,GRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.4
Greenland,GRL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.1301346
Greenland,GRL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Greenland,GRL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Greenland,GRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.117
Grenada,GRD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.5
Grenada,GRD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.918
Grenada,GRD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.58229852
Grenada,GRD,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Grenada,GRD,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Grenada,GRD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.217
Guam,GUM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Guam,GUM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.088
Guam,GUM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.68291923
Guam,GUM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Guam,GUM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Guam,GUM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.865
Guatemala,GTM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.6
Guatemala,GTM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.198
Guatemala,GTM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.330246144
Guatemala,GTM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Guatemala,GTM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Guatemala,GTM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.292
Guinea,GIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,75.6
Guinea,GIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.902
Guinea,GIN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.035540317
Guinea,GIN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Guinea,GIN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Guinea,GIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.296
Guinea-Bissau,GNB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,69.6
Guinea-Bissau,GNB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.303
Guinea-Bissau,GNB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.905814764
Guinea-Bissau,GNB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Guinea-Bissau,GNB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Guinea-Bissau,GNB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.047
Guyana,GUY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30
Guyana,GUY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.621
Guyana,GUY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.358537157
Guyana,GUY,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Guyana,GUY,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Guyana,GUY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.63
Haiti,HTI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,57.7
Haiti,HTI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.203
Haiti,HTI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.62584834
Haiti,HTI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Haiti,HTI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Haiti,HTI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.411
Honduras,HND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.1
Honduras,HND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.717
Honduras,HND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.29717303
Honduras,HND,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Honduras,HND,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Honduras,HND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.86
Hong Kong,HKG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Hong Kong,HKG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.5
Hong Kong,HKG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.21785928
Hong Kong,HKG,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Hong Kong,HKG,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Hong Kong,HKG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.204
Hungary,HUN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.9
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.8
Hungary,HUN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.39443442
Hungary,HUN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Hungary,HUN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Hungary,HUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.23
Iceland,ISL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.1
Iceland,ISL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.1
Iceland,ISL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.66042194
Iceland,ISL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Iceland,ISL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Iceland,ISL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.02
India,IND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,42.9
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.945
India,IND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.982798379
India,IND,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
India,IND,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
